Name,Listing Type,Feature Tag,Price,Location,Room Count,Area
Avrasya Başakşehir Residence 2+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,29000,"Kayabaşı, Başakşehir",2+1,125
Sisli Kurtuluş Caddesine paralel İci Full Yapılı 3+1 Kiralık,No type,No tag,30000,"Bozkurt, Şişli",3+1,145
TURYAP GÖZTEPE DEN KADIKÖY DE 2+1 FULL EŞYALI KİRALIK DAİRE,No type,No tag,35000,"Caferağa, Kadıköy",2+1,100
Zeytinburnu Merkezefendi'de Kiralık Daire,No type,No tag,8500,"Merkezefendi, Zeytinburnu",1+1,65
Site içinde 2+1 kiralık  sıfır daire,No type,No tag,30000,"Seyitnizam, Zeytinburnu",2+1,170
Olimpa Park Residence 3+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,29500,", Başakşehir",3+1,163
Maslak Mashattan 3+1 Kiralık Full Eşyalı Daire - NEW INN,No type,No tag,65000,"Maslak, Sarıyer",3+1,175
Grand Başakşehir Residence 1+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,16500,", Başakşehir",1+1,58
BAHÇELİEVLER SOĞANLI MAH.3+1 120 M2 2.KAT ASANSÖRLÜ KİRALIK,No type,No tag,15000,"Soğanlı, Bahçelievler",3+1,130
YEŞİLKÖY BAHARİSTAN SOKAK ÜZERİNDE FUL EŞYALI KİRALIK 4+1 DAİRE,No type,No tag,65000,"Yeşilköy, Bakırköy",4+1,220
Fortis Sinanlı Kadıköy 2+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,39000,"Fikirtepe, Kadıköy",2+1,140
Beylikdüzü Tüyap fuar merkezi yanı çok temiz 1+1 eşyalı daire,No type,No tag,11000,"Gökevler, Esenyurt",1+1,70
Beyoğlu Piyalepaşa'da Kiralık Eşyalı Daire,No type,No tag,27000,"Kaptanpaşa, Beyoğlu",2+0,85
Taksim Petek Residence 1+1 Lüks Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,45000,"İnönü, Şişli",1+1,70
Esenler Birlik'te Kiralık Daire,No type,No tag,10000,"Birlik, Esenler",2+1,130
İNNOVİA 3.ETAP TA ÇOK TEMİZ BOŞ KİRALIK 1+1DAİRE,No type,No tag,7500,"Yeşilkent, Esenyurt",1+1,45
İNNOVİA 3.ETAPTA ALÇAK KATTA KİRALIK 2+1 DAİRE,No type,No tag,12000,"Yeşilkent, Esenyurt",2+1,92
Taksim Galata 1+1 Full Eşyalı Kiralık Daire - Her Şey Dahil - NEW INN,No type,No tag,40000,"Hacımimi, Beyoğlu",1+1,85
SEEWORLD SUR YAPI LAVENDER FIRSAT 3+1 ULTRALÜX 155m2 suryapı,No type,No tag,47000,"Eyüp Sultan, Sancaktepe",3+1,155
Başokur'dan Bahçelievler Soğanlı 2+1 Kiralık Arakat Daire,No type,No tag,10000,"Soğanlı, Bahçelievler",2+1,88
MANZARA ADALAR 1.EL YETKİLİ SATIŞ OFİSİ'NDEN TRIPLEX KİRALIK,No type,No tag,65000,"Karlıktepe, Kartal",5+2,350
İnnovia 2 Sitesi Kiralık 2+1 Kapalı Mutfak Temiz Daire,No type,No tag,12000,"Yeşilkent, Esenyurt",2+1,120
Olcay Point Residence Kiralık 1+1 Balkonlu Sıfır Daire,No type,No tag,8000,"Yeşilkent, Esenyurt",1+1,72
İSTANBUL ESENYURT ÇINAR MAH. 2+1  4. KAT KİRALIK DAİRE,No type,No tag,9000,"Çınar, Esenyurt",2+1,100
Güngören Gençosman'da Kiralık Daire,No type,No tag,10000,"Gençosman, Güngören",2+1,85
AKATLAR'DA AKMERKEZE YÜRÜME MESAFESİ KİRALIK DAİRE,No type,No tag,75000,"Akat, Beşiktaş",3+1,160
PAPATYA 1 RESİDANCE FULL EŞYALI KİRALIK 1+1 MERKEZİ LOKASYON,No type,No tag,12000,"Barbaros Hayrettin Paşa, Esenyurt",1+1,86
AVCILAR GÜMÜŞPALA MAHALLSİNDE  3 + 1  170 m2  KİRALIK,No type,No tag,15000,"Gümüşpala, Avcılar",3+1,170
Yenibosna Zafer mahallesinde kiralık 1+1 yüksek giriş daire,No type,Acil,10000,"Zafer, Bahçelievler",1+1,60
"4. Levent Çeliktepe Eşyalı 2+1 Kiralık, Sıfır Bina, Metro 5 Dk",No type,No tag,29750,"Çeliktepe, Kağıthane",2+1,85
İST MARİNA'DA DENİZ MANZARALI EŞYALI KİRALIK STÜDYO DAİRE,No type,No tag,22000,"Yunus, Kartal",1+0,65
TORUNLAR EMLAK KİRALIK CADDE ÜSTÜ 3+1 BALKONLU YENİ DAİRE,No type,No tag,15500,"Sancaktepe, Bağcılar",3+1,110
İnnovia 3 Kiralık 1+0 Eşyalı Daire,No type,No tag,7500,"Yeşilkent, Esenyurt",1+0,41
AVCILAR AMBARLI MAHALLESİ  6 YILLIK BİNADA KİRALIK  DUBLEKS,No type,No tag,20000,"Ambarlı, Avcılar",4+2,135
KARTAL MANZARA ADALAR KİRALIK BOŞ 1+1 DAİRE,No type,No tag,20000,"Karlıktepe, Kartal",1+1,98
AVCILAR DENİZKÖŞKLERDE 2 + 1  FUL EŞYALI  GİRİŞ DAİRE,No type,No tag,10000,"Denizköşkler, Avcılar",2+1,90
KARTAL MANZARA ADALARDA EŞYALI KİRALIK 1+1 DAİRE,No type,No tag,25000,"Karlıktepe, Kartal",1+1,96
Beyoğlu Ömer Hayyam'da Eşyalı Teraslı Kiralik Daire,No type,No tag,10000,"Kamer Hatun, Beyoğlu",1+0,30
BEYLİKDÜZÜ METROBÜS YANI YENİ SİTEDE 155 M2 3+1 KİRALIK,No type,No tag,26500,"Barış, Beylikdüzü",3+1,155
ATLAS'TAN İST MARİNA'DA EŞYALI KİRALIK 1+1 DAİRE,No type,No tag,24000,"Kordonboyu, Kartal",1+1,65
DAĞISTAN GAYRİMENKUL FLORYA'DA 1+1 LÜX EŞYALI KISA DÖNEM KİRALIK,No type,No tag,25000,"Şenlikköy, Bakırköy",1+1,160
AVCILAR GÜMÜŞPALADA  2 + 1  = 90 m2  ORTA KAT GÜNEY CEPELİ,No type,No tag,10000,"Gümüşpala, Avcılar",2+1,80
Beyoğlu Aynalıçesme'de daire,No type,No tag,9000,"Kamer Hatun, Beyoğlu",1+0,20
4.LEVENT SIFIR EŞYALI-BİNA KİRALIK TERS DUBLEX 3+1 METRO 5DK,No type,No tag,41500,"Çeliktepe, Kağıthane",3+1,110
Olcaylar Point Residence 156 m2 2+1 Balkonlu Sıfır Kiralık Daire,No type,No tag,12500,"Yeşilkent, Esenyurt",2+1,156
EMNİYETEVLER'DE 3+1 KİRALIK 4.LEVENT METRO 3 DAKİKA,No type,No tag,30250,"Emniyet Evleri, Kağıthane",3+1,125
PENDİK DOĞU MAHALLESİNDE 140M2 KİRALIK DENİZ MANZARALI 3+1,No type,No tag,26250,"Doğu, Pendik",3+1,160
İSTANBUL SULTANBEYLİ BATTALGAZİ'DE MEMURA KİRALIK 4+1 DAİRE,No type,No tag,15000,"Battalgazi, Sultanbeyli",4+1,154
Anadoluhisarı' nda boğaz manzaralı eşyalı 2+1 kiralık daire,No type,No tag,35000,"Anadolu Hisarı, Beykoz",2+1,135
Şebnem Özgülden Basınköyde Asansörlü Kiralık 4+1 Giriş katı,No type,No tag,55000,"Basınköy, Bakırköy",4+1,200
Şebnem Özgül'den muhteşem konumda 7+2 full deniz manzaralı,No type,No tag,135000,"Basınköy, Bakırköy",7+2,600
Şebnem Özgül'den Deniz manzaralı 4+1 muhteşem ara katı daire,No type,No tag,75000,"Basınköy, Bakırköy",4+1,250
DİBA YAPI'DAN KİRALIK KULLANIŞLI GENİŞ 2+1 GİRİŞ DUBLEX!!,No type,No tag,12500,"Mevlana, Sancaktepe",2+1,140
Ümraniye Çamlık Mah. İkbal Cad. Cephe Eşyalı Kiralık 1+1 65m2,No type,No tag,19000,"Çamlık, Ümraniye",1+1,65
Olcaylar Point Residence 187 m2 3+1 Sıfır Kiralık Daire,No type,No tag,14000,"Yeşilkent, Esenyurt",3+1,187
Şebnem Özggülden Florya'da Sitede muhteşem  4+1 Lüks Kiralık,No type,No tag,62000,"Şenlikköy, Bakırköy",4+1,240
"ÇAĞLAYAN MİNT REZİDANS'TA ,1+1 LÜKS KİRALIK DAİRE",No type,No tag,25000,"Çağlayan, Kağıthane",1+1,65
ŞEBNEM ÖZGÜL'DEN Florya'da Butik Sitede Kiralık 4+1 Lüks Ara Kat,No type,No tag,65000,"Şenlikköy, Bakırköy",4+1,240
Sariyer Zekerlyakoy'de Koc Unlverslteslne Yakın Ferah Dalre,No type,No tag,25000,"Kazım Karabekir Paşa, Sarıyer",1+1,48
Şebnem Özgül'den Adakale' de yeni binada  4+1 ara katı daire,No type,No tag,55000,"Şenlikköy, Bakırköy",4+1,200
ŞEBNEM ÖZGÜL'den Florya'da Site İçinde 4+1 Kiralık Bahçe Katı,No type,No tag,60000,"Şenlikköy, Bakırköy",4+1,200
Olcaylar Point Residence 80m2 1+1 Sıfır Kiralık Daire,No type,No tag,8500,"Yeşilkent, Esenyurt",1+1,80
ŞEBNEM ÖZGÜL'DEN Florya Adakalede Asansörlü 3+1 Kiralık Ara Kat,No type,No tag,45000,"Şenlikköy, Bakırköy",3+1,185
ÇATI KONUT'DAN METROBÜSE YAKIN 2+1 KİRALIK YÜKSEK GİRİŞ,No type,No tag,9000,"Mehmet Akif Ersoy, Esenyurt",2+1,85
"Şebnem Özgül'den Harika Konumlu,4 oda Salon Çok KEYİFLİ Kiralık",No type,No tag,55000,"Şenlikköy, Bakırköy",4+1,220
NAMIK KEMAL MH TERAZİDERE METROYA YAKIN KİRALIK DAİRE,No type,No tag,15500,"Namık Kemal, Esenler",2+1,85
SEEWORLD SİNPAŞ AQUA CİTY 2010 ŞEREFİYELİ 2+1 BALKONLU aquacity,No type,No tag,24000,"Emek, Sancaktepe",2+1,98
Beylikdüzü metrobüs ilk durakta eşyalı temiz 1+1,No type,No tag,11000,"Gökevler, Esenyurt",1+1,70
TOPLU TAŞIMAYA 5 METROYA 10 DK. MESAFEDE BAKIMLI 3+1,No type,No tag,34000,"Merkez, Şişli",3+1,130
Şebnem Özgül'den Adakalede muhteşem konumda 3+1 bahçe katı,No type,No tag,43000,"Şenlikköy, Bakırköy",3+1,175
Şebnem Özgül'den Adakalede muhteşem konumda 4+1 bahçe dubleksi,No type,No tag,43000,"Şenlikköy, Bakırköy",4+1,290
Şebnem Özgül'den Deniz manzaralı 3+1 muhteşem teras katı daire,No type,No tag,50000,"Basınköy, Bakırköy",3+1,220
Şebnem Özgül'den muhteşem konumda 3+1 full deniz manzaralı,No type,No tag,110000,"Basınköy, Bakırköy",3+1,350
Şebnem Özgül'den Şenlikköy'de  muhteşem konumda 3+1 ara kat,No type,No tag,42000,"Şenlikköy, Bakırköy",3+1,175
DİBA YAPI'DAN İETT DURAKLARININ DİBİNDE 2+1 KİRALIK ARA KAT,No type,No tag,12200,"Mevlana, Sancaktepe",2+1,85
ŞEBNEM ÖZGÜL'DEN Florya Adakalede 3+1 Asansörlü Kiralık Ara Kat,No type,No tag,45000,"Şenlikköy, Bakırköy",3+1,185
Şebnem Özgül'den Adakalede muhteşem konumda 4+1 ara kat,No type,No tag,52000,"Şenlikköy, Bakırköy",4+1,230
SEEWORLD KENTLİFE FULL EŞYALI 70M2 KİRALIK 1+1 KENTLİFE,No type,No tag,19000,"Emek, Sancaktepe",1+1,70
Müslüm Emlaktan cadde üzeri kiralık 3+1,No type,No tag,15000,"Ambarlı, Avcılar",3+1,135
Ataşehir Kayışdağı'da Kiralık Daire 1+1 Eşyalı 30m,No type,No tag,12500,"Kayışdağı, Ataşehir",1+1,35
Şebnem Özgül'den Florya'da Site İçinde 4+1 Kiralık Bahçe Katı,No type,No tag,57000,"Şenlikköy, Bakırköy",4+1,200
Şebnem Özgül'den Florya Hatboyun da Marmaray Durağı Karşısı 2+1,No type,No tag,35000,"Şenlikköy, Bakırköy",2+1,125
NİVO İSTANBUL KİRALIK 2+1 SIFIR DAİRE,No type,No tag,20000,"İnönü, Küçükçekmece",2+1,75
Öğretmenler Sit. Kiralık 3+1 Daire,No type,No tag,13000,"Ambarlı, Avcılar",3+1,145
Şebnem Özgül'den  Sefaköy E -5 yanı  1+1 Sıfır Kiralık Daire,No type,No tag,19000,"Şenlikköy, Bakırköy",1+1,65
ŞEBNEM ÖZGÜL'DEN Florya Hatboyunda Asansörlü 4+1 Kiralık Ara Kat,No type,No tag,52000,"Şenlikköy, Bakırköy",4+1,220
2701 RENGARENK'TEN ESKİŞEHİR MAH'SİNDE 2+1 KİRALIK BAHÇE KATI,No type,No tag,16000,"Eskişehir, Şişli",2+1,75
2684 Rengarenk'ten Kasımpaşa Cadde Üzerinde 2+1 Kiralık Daire,No type,No tag,15000,"Küçük Piyale, Beyoğlu",2+1,80
DAP Yapı Çekmeköy Ormanköy 3+1 Orman Cepheli  'Tamer Karvan',No type,No tag,49000,"Güngören, Çekmeköy",3+1,144
"Florya Şebnem Özgül'den Merkezi Konumlu ,3 oda salon 1.kat",No type,No tag,35000,"Şenlikköy, Bakırköy",3+1,175
MERDİVENKÖY DUMLUPINAR MAH 3+1 150 M2 ÇİFTTUVALET DAİRE KİRALIK,No type,No tag,23750,"Merdivenköy, Kadıköy",3+1,150
2597 RENGARENKTEN FUL EŞYALI FATURALAR DAHİL 2+1 DUBLEKS MÜSTAKİ,No type,No tag,18500,"Yenişehir, Beyoğlu",2+1,95
MECİDİYEKÖYDE MEYDANA YAKIN FATURALAR DAHİL EŞYALI YENİ BİNA 2+1,No type,No tag,22000,"Mecidiyeköy, Şişli",2+1,75
Levent Ortabayır Kiralık 2+1 Kullanışlı Daire,No type,No tag,23000,"Ortabayır, Kağıthane",2+1,110
2612 RENGARENK TEN FUL EŞYALI 2+1 KİRALIK 1. KAT YENİ BİNA DAİRE,No type,No tag,16000,"Sururi Mehmet Efendi, Beyoğlu",2+1,85
Taksim'e Yürüme Mesafesinde Full Eşyalı 1+1 2+1 Lüks Daireler,No type,No tag,22000,"Bülbül, Beyoğlu",1+1,68
AVCILAR CİHANGİRDE EŞYALI KİRALİK DAİRE.,No type,No tag,16000,"Cihangir, Avcılar",2+1,95
ŞİŞLİ MECİDİYEKÖYDE 1+1  EŞYALI KİRALIK,No type,No tag,18000,"Mecidiyeköy, Şişli",1+1,60
NOKTA'DAN TERRACE HAYAT SİTESİNDE 2+1 FULL EŞYALI BAHÇE DUBLEKS,No type,No tag,55000,"Uskumruköy, Sarıyer",2+1,115
NOKTA'DAN ELİT SİTEDE 2+1/140 M2 TAŞINMAYA HAZIR BAHÇE DUBLEKSİ,No type,No tag,50000,"Uskumruköy, Sarıyer",2+1,160
Kağıthane Hamidiye Mah Başak Konutlarına komşu 2+1 Kiralık Daire,No type,No tag,15000,"Hamidiye, Kağıthane",2+1,95
KARTAL MERKEZDE EŞYALI 2+1 KİRALIK DAİRE,No type,No tag,20000,"Karlıktepe, Kartal",2+1,110
DAĞISTAN GAYRİMENKULDEN ANA CADDE ÜZERİNDE KİRALIK ÇATI KATI,No type,No tag,30000,"Şenlikköy, Bakırköy",3+1,220
YENİ SİTE İÇERİSİNDE FULL EŞYALI TAŞINMAYA HAZIR 2+1 DAİRE,No type,No tag,13950,"Mehterçeşme, Esenyurt",2+1,73
Avangart İstanbul 4+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,80000,"Seyrantepe, Kağıthane",4+1,235
Avangart İstanbul 3+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,58000,"Seyrantepe, Kağıthane",3+1,195
Avangart İstanbul 2+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,48000,"Seyrantepe, Kağıthane",2+1,125
Air Başakşehir Residence 2+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,30000,", Başakşehir",2+1,75
Air Başakşehir Residence 1+1 Full Eşyalı Kiralık Daire - NEW INN,No type,No tag,17500,", Başakşehir",1+1,55
2683 RENGARENK'TEN TAKSİME YÜRÜME MESAFESİ 1+1 KİRALIK DAİRE,No type,No tag,14000,"Yahya Kahya, Beyoğlu",2+1,75
2702 Rengarenk'ten Piripaşa'da Ters Dublex Kiralık Süper Daire,No type,No tag,17500,"Piri Paşa, Beyoğlu",2+1,105
Sancaktepede içi Komple Yenilenmiş Kiralık 2+1 Çatı Katı Daire,No type,No tag,10000,"İnönü, Sancaktepe",2+1,75
KÖY ZEKERİYAKÖY 3. ETAP 1+1 100 M² SIFIR KİRALIK DAİRE,No type,No tag,45000,"Zekeriyaköy, Sarıyer",1+1,100
GİZLİ BAHÇE REZİDAS Da KİRALIK DAİRE,No type,No tag,15500,"Aydınlı, Tuzla",2+1,85
Bayrampaşa Vatan'da Kiralık Daire (çevik kuvvet arkası)memura,No type,No tag,13000,"Vatan, Bayrampaşa",2+1,110
MUHTEŞEM KONUMLU YENİ BİNADA ASANSÖRLÜ OTOPARKLI KİRALIK DAİRE,No type,No tag,15500,"Merkez, Avcılar",2+1,110
Fatih mekezinde yüksek çamlı bodrum katı,No type,No tag,11000,"Akşemsettin, Fatih",2+1,85
MÜSLÜM EMLAKTAN AVCILARDA METROBÜSE 5 DAKİKA MESAFEDE DAİRE,No type,No tag,15000,"Merkez, Avcılar",2+1,95
Konaklar Petekler sitesinde ebeveyn banyolu 3+1 kiralık daire,No type,No tag,44000,"Konaklar, Beşiktaş",3+1,130
Kağıthane Çağlayan'da Kiralık 2+1 Sıfır Daire,No type,No tag,19000,"Çağlayan, Kağıthane",2+1,80
DAĞISTAN GAYRİMENKUL'DEN KISA DÖNEM KİRALIK LÜX EŞYALI,No type,No tag,25000,"Güneşli, Bağcılar",1+1,80
Acıbadem Full Eşyalı 3+1 Kiralık #1117,No type,No tag,43990,"Acıbadem, Üsküdar",3+1,156
MALTEPE ÇARŞIDA GENİŞ KULLANIMLI KİRALIK 3+1,No type,No tag,17500,"Feyzullah, Maltepe",3+1,120
2642 RENGARENK'TEN İNÖNÜ MAH'SİNDE KİRALIK MASRAFSIZ 1+1 DAİRE,No type,No tag,14000,"İnönü, Şişli",1+1,80
DENİZKÖŞLERDE GENİŞ 3+1 EŞYALI KİRALIK DAİRE,No type,No tag,18000,"Gümüşpala, Avcılar",3+1,180
ŞEHR-İ BEYAZ 2 SİTESİNDE MÜKEMMEL KONUMLU LÜKS DAİRE,No type,No tag,25000,"Kavaklı, Beylikdüzü",3+1,165
FİRİZKÖY MH 2+1 YENİ BİNADA KİRALIK DAİRE,No type,No tag,18000,"Firuzköy, Avcılar",2+1,90
MÜSLÜM EMLAKTAN FULL EŞYALI 2+1 KİRALIK DAİRE,No type,No tag,13000,"Cihangir, Avcılar",2+1,100
Taksim Petekde eşyalı 1+1 kiralık daire,No type,No tag,54400,"İnönü, Şişli",1+1,110
Ispartakule OLİMPOS Sitesinde 147m2 Kiralık 3+1 Daire,No type,No tag,25000,"Tahtakale, Avcılar",3+1,147
Tarabya üstünde ful deniz manzaralı eşyalı kiralık daire,No type,No tag,35000,"Cumhuriyet, Sarıyer",2+1,150
Sarıyer Ferahevler'de 2+1 kiralık daire,No type,No tag,25000,"Ferahevler, Sarıyer",2+1,90
KİRALIK EŞYALI RESİDENCE DAİRESİ,No type,No tag,30000,"Yahya Kemal, Kağıthane",1+1,65
Tarabya üstünde 3+1 eşyalı kiralık daire,No type,No tag,25000,"Cumhuriyet, Sarıyer",3+1,120
TERAS PARKTA KİRALIK DAİRE,No type,No tag,22500,"Zümrütevler, Maltepe",2+1,80
HALİÇ MANZARALI BUTİK SİTEDE KİRALIK 2+1 DAİRE شقة للإيجار,No type,No tag,25000,"Sakarya, Eyüpsultan",2+1,110
TORUNLAR EMLAKTAN KİRALIK 1+1 ÇATI KATI DAİRE YENİ MAH.,No type,No tag,7500,"Yenimahalle, Bağcılar",1+1,80
Kozyatağı Şanlıer Sokakta Minibüse yakın asansörlü otoparklı 2+1,No type,No tag,19500,"Kozyatağı, Kadıköy",2+1,90
Kartal Atalarda yeni bina katta tek asansör otoparklı 3+1,No type,No tag,30000,"Atalar, Kartal",3+1,125
maltepe kiralık daire kapalı grj yenibina balkonlu 3.kat fırsatı,No type,No tag,28000,"Altayçeşme, Maltepe",2+1,110
Metro Metrobüse 10 Dk 3+1 Kiralık 4.kat 115 m2 Temiz Ferah Daire,No type,No tag,15000,"Siyavuşpaşa, Bahçelievler",3+1,115
MÜKEMMEL KONUM 3+1 GENİŞ KİRALIK,No type,No tag,15000,"Mustafa Kemal Paşa, Avcılar",3+1,150
AKMERKEZ YURUME MESAFESI KİRALIK YENI BINA GARAJLI ASANSORLU 2+1,No type,No tag,50000,"Akat, Beşiktaş",2+1,80
Ümraniye Saray Dorapark Full Eşyalı 2+1 Kiralık #895,No type,No tag,40490,"Saray, Ümraniye",2+1,108
Bahçeşehir Vaditepe A Kapısı 2+1 95m2 Kiralık Boş Daire,No type,No tag,24000,"Bahçeşehir 1. Kısım, Başakşehir",2+1,95
TÜRKİYE EMLAK FATİH MAH 2+1 90m2 MASRAFSIZ 2.KAT KİRALIK DAİRE,No type,No tag,12000,"Fatih, Esenler",2+1,90
KİRALIK DAİRE METROBÜSE YAKIN,No type,No tag,12000,"Yeşilkent, Esenyurt",1+1,105
SARIYER BÜYÜKDERE DE MUHTEŞEM MANZ.3+1 KISA DÖNEM EŞYALI KİRALIK,No type,No tag,250000,"Büyükdere, Sarıyer",3+1,150
Mesa Cadde Küçükyalı Full Eşyalı 2+1 Kiralık #779,No type,No tag,50490,"Feyzullah, Maltepe",2+1,110
CUMHURİYET MAH. EŞYALI 3+1 KİRALIK DAİRE,No type,No tag,27000,"Cumhuriyet, Üsküdar",3+1,140
GAYRETTEPEDE 2+1 75 m2 LÜKS FULL EŞYALI 30 m2 TERASLI BAHÇE KATI,No type,No tag,35000,"Gayrettepe, Beşiktaş",2+1,105
"İçi Komple Yenilenmiş Kiralık 3+1 Daire, Genç Bina",No type,No tag,27000,"Esenevler, Ümraniye",3+1,110
"Bahçelievler Yayla Kiralık Daire, 2+1 Kombili 85 m2 Temiz Daire",No type,No tag,12500,"Siyavuşpaşa, Bahçelievler",2+1,85
Merkezi konumda masrafsız kiralık 1 + 1 daire,No type,No tag,10000,"Derviş Ali, Fatih",1+1,75
Nidapark Küçükyalı Full Eşyalı 3+1 Kiralık #840,No type,No tag,64490,"Çınar, Maltepe",3+1,156
DOĞA EVİM'DEN METROYA YAKIN 1+1 BAHÇEKATI KİRALIK,No type,No tag,10500,"Aydınlar, Çekmeköy",1+1,67
DAĞISTAN GAYRİMENKUL'DEN FLORYA MERKEZDE 3+1 160M2 ARAKAT,No type,No tag,36000,"Şenlikköy, Bakırköy",3+1,170
Fatih Karagümrük Mahallesi'nde masrafsız 2 + 1 kiralık giriş katı,No type,No tag,16000,"Karagümrük, Fatih",2+1,100
Masrafsız 2 + 1 kiralık yarı bodrum daire,No type,No tag,11000,"Atikali, Fatih",2+1,95
Sariyer Tarabya üstünde esyali kiralik daire.,No type,No tag,27000,"Tarabya, Sarıyer",2+1,150
Eyüp Göktürk'te Butik Sitede Kiralık 3+1 Ara Kat Daire,No type,No tag,35000,"Göktürk Merkez, Eyüpsultan",3+1,140
Derviş Ali Mahallesi'nde eşyalı kiralık 2 + 1 daire,No type,No tag,22000,"Derviş Ali, Fatih",2+1,120
yeniköyde KİRALIK 2+1 daire,No type,No tag,35000,"Yeniköy, Sarıyer",2+1,95
ELİZ'DEN ADBİİPEKÇİ CADDESİ ÜZERİ YENİ BİNA,No type,No tag,300000,"Harbiye, Şişli",4+1,420
ELİZ'DEN GÖKTÜRK'TE YENİ BİNADA YENİ SİTEDE MUHTEŞEM BAHÇE KATI,No type,No tag,195000,"Göktürk Merkez, Eyüpsultan",3+1,160
KARAGÜMRÜK MERKEZİ KONUM BALKONLU 3.KAT DAİRE,No type,No tag,15000,"Karagümrük, Fatih",2+1,95
Bahçelievler Devlet Hastanesi Yanında Eşyalı Lüks Sitede Kiralık,No type,No tag,30000,"Kocasinan Merkez, Bahçelievler",2+1,111
NOKTA'DAN ANA CADDE ÜZERİNDE 1+0 ÇATI DAİRE,No type,No tag,25000,"Zekeriyaköy, Sarıyer",1+1,92
LUXURY FURNISHED & RENOVATED 3+1 FLAT FOR RENT IN NİŞANTAŞI,No type,No tag,175000,"Harbiye, Şişli",3+1,150
KİRALIK DAİRE PENDİK ESENYALI MAHALLESİ,No type,No tag,15000,"Esenyalı, Pendik",3+1,125
Bakımlı Pırıl pırıl Ful Modern Eşyalı Kiralık Daire..,No type,No tag,75000,"Levazım, Beşiktaş",3+1,180
ELİZ'DEN TEŞVİKİYE'DE FULL EŞYALI FIRSAT DAİRE,No type,No tag,37500,"Teşvikiye, Şişli",2+1,115
Bahçelievler Yenibosna Koçtaş E5 de Kiralık 5+1 Dubleks Daire,No type,No tag,35000,"Zafer, Bahçelievler",5+1,165
ÇATALÇEŞME SAHİLDE DENİZ MANZARALI LÜKS GENİŞ 3+1 KİRALIK DAİRE,No type,No tag,80000,"Bostancı, Kadıköy",3+1,150
MÜSLÜM EMLAK TAN  METROBÜSE 1DK YENİ BİNA,No type,No tag,17000,"Turgut Özal, Esenyurt",2+1,95
MECİDİYEKÖY GÜLBAĞ'DA MERKEZİ KONUMDA KİRALIK 3+1 DAİRE,No type,No tag,50000,"Gülbahar, Şişli",3+1,200
"ŞEBNEM ÖZGÜL'DEN Florya'da Hatboyuna Yakın,Yeni Binada 4+1 Lüx Ara Kat",No type,No tag,55000,"Şenlikköy, Bakırköy",4+1,185
ŞEBNEM ÖZGÜL'DEN Florya'da Tadilatlı Full Eşyalı 4+1 Lüks Bahçe Katı,No type,No tag,65000,"Şenlikköy, Bakırköy",4+1,250
ŞEBNEM ÖZGÜL'DEN Florya'da Beyti Yakını 4+1 240m2 Kiralık Bahçe Katı,No type,No tag,65000,"Şenlikköy, Bakırköy",4+1,240
ŞEBNEM ÖZGÜL'DEN Florya Basınköy'de Full Deniz Manzaralı 6+2 Lüks Kiralık Dubleks,No type,No tag,135000,"Basınköy, Bakırköy",6+2,350
ŞEBNEM ÖZGÜL'DEN Florya'da Flynn Avm'ye Yakın Tadilatlı Keyifli 5+2 Kiralık Dubleks,No type,No tag,65000,"Şenlikköy, Bakırköy",5+2,330
"ŞEBNEM ÖZGÜL'DEN Florya'da Site İçinde,Havuzlu 4+1 Kiralık Ara Kat Daire",No type,No tag,65000,"Şenlikköy, Bakırköy",4+1,240
ŞEBNEM ÖZGÜL'DEN Florya Ihlamur Konaklarında Kiralık 4+1 Lüks Ara Kat,No type,No tag,150000,"Şenlikköy, Bakırköy",4+1,210
"ŞEBNEM ÖZGÜL'DEN Florya'da Hatboyuna Yakın,Yeni Binada 4+1 Lüx Ara Kat",No type,No tag,55000,"Şenlikköy, Bakırköy",4+1,185
ŞEBNEM ÖZGÜL'DEN Florya'da Tadilatlı Full Eşyalı 4+1 Lüks Daire,No type,No tag,65000,"Şenlikköy, Bakırköy",4+1,250
Ağaoğlu My World Equinox Eşyalı Kiralık 3+1,No type,No tag,55000,"Barbaros, Ataşehir",3+1,157
"NOKTA'DA KÖŞE KONUMDA GENİŞ BAHÇELİ FULL YENİLENMİŞ LÜKS 2,5+1",No type,No tag,70000,"Uskumruköy, Sarıyer",2+1,160
FULL DENİZ MANZARALI BALKONLU TERASLI 5+2 KİRALIK DUBLEKS,No type,No tag,175000,"Caddebostan, Kadıköy",5+2,300
Selective Prestige Sitesinde Eşyalı Yüksek Kat Kiralık 2+1 Daire,No type,No tag,32000,"Tatlısu, Ümraniye",2+1,102
"ŞEBNEM ÖZGÜL'DEN Florya Merkezde,Marmaraya Yakın Full Eşyalı Kiralık 2+1 Ara Kat",No type,No tag,35000,"Şenlikköy, Bakırköy",2+1,120
